Place_id,Title,Category,Distance,Rating,Price,Timing,Closed
TD-1007,Juggernaut,Food,2,4.920718023,681,9:30–17:965,Nil
TD-1008,Comorin,Food,3,4.918771085,1186,9:30–17:966,Nil
TD-1009,Viet:Nom,Food,21,4.813416008,580,9:30–17:967,Nil
TD-1010,Cafeteria & Co.,Food,11,4.65329437,1519,9:30–17:968,Nil
TD-1011,Sana-Di-Ge,Food,19,4.720144321,736,9:30–17:969,Nil
TD-1012,Pa Pa Ya,Food,9,4.31828989,662,9:30–17:970,Nil
TD-1013,Yum Yum Cha,Food,13,4.66133898,752,9:30–17:971,Nil
TD-1014,Coast Cafe,Food,11,4.730514424,794,9:30–17:972,Nil
TD-1015,PizzaExpress,Food,18,4.863462458,703,9:30–17:973,Nil
TD-1016,The Big Chill Cakery,Food,24,4.671678105,1260,9:30–17:974,Nil
TD-1017,Music & Mountains - Hillside Cafe,Food,25,4.337482202,780,9:30–17:975,Nil
TD-1018,Gulati,Food,17,4.023831856,547,9:30–17:976,Nil
TD-1019,Olive Bar & Kitchen,Food,11,4.172365047,1334,9:30–17:977,Nil
TD-1020,The Grammar Room,Food,20,4.185857371,1311,9:30–17:978,Nil
TD-1021,Chaina Ram Sindhi Confectioners,Food,23,4.358413641,728,9:30–17:979,Nil
TD-1022,Sevilla - The Claridges,Food,0,4.646820661,1682,9:30–17:980,Nil
TD-1023,Bo Tai,Food,7,4.289806318,840,9:30–17:981,Nil
TD-1024,Cafe Wink,Food,3,4.217763269,1550,9:30–17:982,Nil
TD-1025,Dum-Pukht - ITC Maurya,Food,22,4.884941608,892,9:30–17:983,Nil
TD-1026,Burma Burma,Food,19,4.975389561,1636,9:30–17:984,Nil
TD-1027,The Big Chill,Food,0,4.232098689,728,9:30–17:985,Nil
TD-1028,Carnatic Cafe,Food,2,4.093796954,1135,9:30–17:986,Nil
TD-1029,"Cocktails & Dreams, Speakeasy",Food,13,4.716445213,539,9:30–17:987,Nil
TD-1030,Natural Ice Cream,Food,23,4.032178757,766,9:30–17:988,Nil
TD-1031,Kuremal Mohan Lal Kulfi Wale,Food,24,4.871095031,574,9:30–17:989,Nil
TD-1032,Juggernaut,Food,10,4.754488396,793,9:30–17:990,Nil
TD-1033,Comorin,Food,23,4.805620574,1021,9:30–17:991,Nil
TD-1034,Viet:Nom,Food,11,4.953383854,917,9:30–17:992,Nil
TD-1035,Cafeteria & Co.,Food,17,4.124739591,907,9:30–17:993,Nil
TD-1036,Sana-Di-Ge,Food,23,4.602691388,1640,9:30–17:994,Nil
TD-1037,Pa Pa Ya,Food,12,4.252959555,722,9:30–17:995,Nil
TD-1038,Yum Yum Cha,Food,5,4.872563475,1060,9:30–17:996,Nil
TD-1039,Coast Cafe,Food,24,4.437443664,1500,9:30–17:997,Nil
TD-1040,PizzaExpress,Food,22,4.334040913,799,9:30–17:998,Nil
TD-1041,The Big Chill Cakery,Food,3,4.114137611,1079,9:30–17:999,Nil
TD-1042,Music & Mountains - Hillside Cafe,Food,15,4.204874591,1468,9:30–17:1000,Nil
TD-1043,Gulati,Food,11,4.318292849,1485,9:30–17:1001,Nil
TD-1044,Olive Bar & Kitchen,Food,13,4.709730396,1012,9:30–17:1002,Nil
TD-1045,The Grammar Room,Food,19,4.242688151,1102,9:30–17:1003,Nil
TD-1046,Chaina Ram Sindhi Confectioners,Food,4,4.905270975,1266,9:30–17:1004,Nil
TD-1047,Sevilla - The Claridges,Food,11,4.979950973,585,9:30–17:1005,Nil
TD-1048,Bo Tai,Food,4,4.084384904,1353,9:30–17:1006,Nil
TD-1049,Cafe Wink,Food,5,4.47196562,765,9:30–17:1007,Nil
TD-1050,Dum-Pukht - ITC Maurya,Food,4,4.155933884,1513,9:30–17:1008,Nil
TD-1051,Burma Burma,Food,4,4.59969339,1238,9:30–17:1009,Nil
TD-1052,The Big Chill,Food,2,4.676601443,1011,9:30–17:1010,Nil
TD-1053,Carnatic Cafe,Food,21,4.624859038,1080,9:30–17:1011,Nil
TD-1054,"Cocktails & Dreams, Speakeasy",Food,21,4.857242906,1536,9:30–17:1012,Nil
TD-1055,Natural Ice Cream,Food,10,4.218489098,1421,9:30–17:1013,Nil
TD-1056,Kuremal Mohan Lal Kulfi Wale,Food,13,4.207506166,1105,9:30–17:1014,Nil
TD-1057,Juggernaut,Food,7,4.450069823,955,9:30–17:1015,Nil
TD-1058,Comorin,Food,9,4.015108017,704,9:30–17:1016,Nil
TD-1059,Viet:Nom,Food,11,4.295639489,1272,9:30–17:1017,Nil
TD-1060,Cafeteria & Co.,Food,24,4.956654268,1363,9:30–17:1018,Nil
TD-1061,Sana-Di-Ge,Food,21,4.658794295,561,9:30–17:1019,Nil
TD-1062,Pa Pa Ya,Food,16,4.456860417,1059,9:30–17:1020,Nil
TD-1063,Yum Yum Cha,Food,6,4.36496393,1669,9:30–17:1021,Nil
TD-1064,Coast Cafe,Food,16,4.775267809,1219,9:30–17:1022,Nil
TD-1065,PizzaExpress,Food,25,4.854387608,1075,9:30–17:1023,Nil
TD-1066,The Big Chill Cakery,Food,8,4.857422245,951,9:30–17:1024,Nil
TD-1067,Music & Mountains - Hillside Cafe,Food,1,4.797495569,981,9:30–17:1025,Nil
TD-1068,Gulati,Food,4,4.043262999,825,9:30–17:1026,Nil
TD-1069,Olive Bar & Kitchen,Food,21,4.67783683,1059,9:30–17:1027,Nil
TD-1070,The Grammar Room,Food,15,4.208821498,1559,9:30–17:1028,Nil
TD-1071,Chaina Ram Sindhi Confectioners,Food,24,4.595755502,1641,9:30–17:1029,Nil
TD-1072,Sevilla - The Claridges,Food,9,4.462804144,1360,9:30–17:1030,Nil
TD-1073,Bo Tai,Food,3,4.895361912,1319,9:30–17:1031,Nil
TD-1074,Cafe Wink,Food,15,4.607446502,605,9:30–17:1032,Nil
TD-1075,Dum-Pukht - ITC Maurya,Food,7,4.274888551,1020,9:30–17:1033,Nil
TD-1076,Burma Burma,Food,24,4.902358145,785,9:30–17:1034,Nil
TD-1077,The Big Chill,Food,9,4.740231461,1203,9:30–17:1035,Nil
TD-1078,Carnatic Cafe,Food,17,4.04422031,628,9:30–17:1036,Nil
TD-1079,"Cocktails & Dreams, Speakeasy",Food,19,4.325133432,1344,9:30–17:1037,Nil
TD-1080,Natural Ice Cream,Food,5,4.275011356,1545,9:30–17:1038,Nil
TD-1081,Kuremal Mohan Lal Kulfi Wale,Food,12,4.612871991,920,9:30–17:1039,Nil
TD-1082,Juggernaut,Food,19,4.781901072,1603,9:30–17:1040,Nil
TD-1083,Comorin,Food,8,4.944262531,916,9:30–17:1041,Nil
TD-1084,Viet:Nom,Food,0,4.048172984,888,9:30–17:1042,Nil
TD-1085,Cafeteria & Co.,Food,21,4.28673466,1448,9:30–17:1043,Nil
TD-1086,Sana-Di-Ge,Food,12,4.809059476,1385,9:30–17:1044,Nil
TD-1087,Pa Pa Ya,Food,16,4.499649087,902,9:30–17:1045,Nil
TD-1088,Yum Yum Cha,Food,14,4.527408005,1691,9:30–17:1046,Nil
TD-1089,Coast Cafe,Food,19,4.26390106,1581,9:30–17:1047,Nil
TD-1090,PizzaExpress,Food,5,4.953877969,902,9:30–17:1048,Nil
TD-1091,The Big Chill Cakery,Food,4,4.779631176,1314,9:30–17:1049,Nil
TD-1092,Music & Mountains - Hillside Cafe,Food,5,4.00178002,943,9:30–17:1050,Nil
TD-1093,Gulati,Food,14,4.618699492,1371,9:30–17:1051,Nil
TD-1094,Olive Bar & Kitchen,Food,5,4.419652022,1050,9:30–17:1052,Nil
TD-1095,The Grammar Room,Food,20,4.214354991,688,9:30–17:1053,Nil
TD-1096,Chaina Ram Sindhi Confectioners,Food,20,4.203046409,1221,9:30–17:1054,Nil
TD-1097,Sevilla - The Claridges,Food,4,4.834834429,924,9:30–17:1055,Nil
TD-1098,Bo Tai,Food,5,4.278499651,1052,9:30–17:1056,Nil
TD-1099,Cafe Wink,Food,18,4.6202991,728,9:30–17:1057,Nil
TD-1100,Dum-Pukht - ITC Maurya,Food,2,4.620253099,536,9:30–17:1058,Nil
TD-1101,Burma Burma,Food,16,4.388114024,878,9:30–17:1059,Nil
TD-1102,The Big Chill,Food,6,4.278675159,1144,9:30–17:1060,Nil
TD-1103,Carnatic Cafe,Food,10,4.270217976,1364,9:30–17:1061,Nil
TD-1104,"Cocktails & Dreams, Speakeasy",Food,10,4.446122737,1352,9:30–17:1062,Nil
TD-1105,Natural Ice Cream,Food,7,4.693085457,1685,9:30–17:1063,Nil
TD-1106,Kuremal Mohan Lal Kulfi Wale,Food,25,4.956185132,1598,9:30–17:1064,Nil
TD-1107,Juggernaut,Food,3,4.317015684,678,9:30–17:1065,Nil
TD-1108,Comorin,Food,21,4.388792155,1005,9:30–17:1066,Nil
TD-1109,Viet:Nom,Food,1,4.741081628,1571,9:30–17:1067,Nil
TD-1110,Cafeteria & Co.,Food,0,4.578973142,1478,9:30–17:1068,Nil
TD-1111,Sana-Di-Ge,Food,1,4.411489023,1403,9:30–17:1069,Nil
TD-1112,Pa Pa Ya,Food,15,4.237736812,998,9:30–17:1070,Nil
TD-1113,Yum Yum Cha,Food,17,4.055529178,841,9:30–17:1071,Nil
TD-1114,Coast Cafe,Food,1,4.833846283,1123,9:30–17:1072,Nil
TD-1115,PizzaExpress,Food,0,4.713955915,1108,9:30–17:1073,Nil
TD-1116,The Big Chill Cakery,Food,14,4.781593469,1665,9:30–17:1074,Nil
TD-1117,Music & Mountains - Hillside Cafe,Food,7,4.728934437,672,9:30–17:1075,Nil
TD-1118,Gulati,Food,22,4.339413196,527,9:30–17:1076,Nil
TD-1119,Olive Bar & Kitchen,Food,3,4.022186064,865,9:30–17:1077,Nil
TD-1120,The Grammar Room,Food,7,4.898095606,901,9:30–17:1078,Nil
TD-1121,Chaina Ram Sindhi Confectioners,Food,4,4.039798102,757,9:30–17:1079,Nil
TD-1122,Sevilla - The Claridges,Food,24,4.901195496,1434,9:30–17:1080,Nil
TD-1123,Bo Tai,Food,19,4.318566651,802,9:30–17:1081,Nil
TD-1124,Cafe Wink,Food,19,4.573573846,761,9:30–17:1082,Nil
TD-1125,Dum-Pukht - ITC Maurya,Food,10,4.156069633,1462,9:30–17:1083,Nil
TD-1126,Burma Burma,Food,10,4.571153212,1126,9:30–17:1084,Nil
TD-1127,The Big Chill,Food,19,4.721269393,707,9:30–17:1085,Nil
TD-1128,Carnatic Cafe,Food,16,4.353686142,1321,9:30–17:1086,Nil
TD-1129,"Cocktails & Dreams, Speakeasy",Food,6,4.867823248,1088,9:30–17:1087,Nil
TD-1130,Natural Ice Cream,Food,16,4.994375553,1567,9:30–17:1088,Nil
TD-1131,Kuremal Mohan Lal Kulfi Wale,Food,4,4.061234473,714,9:30–17:1089,Nil
TD-1132,Juggernaut,Food,0,4.747870212,1225,9:30–17:1090,Nil
TD-1133,Comorin,Food,16,4.880061097,565,9:30–17:1091,Nil
TD-1134,Viet:Nom,Food,20,4.654531195,1242,9:30–17:1092,Nil
TD-1135,Cafeteria & Co.,Food,7,4.087614957,750,9:30–17:1093,Nil
TD-1136,Sana-Di-Ge,Food,24,4.847596319,1299,9:30–17:1094,Nil
TD-1137,Pa Pa Ya,Food,17,4.231195931,657,9:30–17:1095,Nil
TD-1138,Yum Yum Cha,Food,0,4.994466438,1196,9:30–17:1096,Nil
TD-1139,Coast Cafe,Food,8,4.772456807,887,9:30–17:1097,Nil
TD-1140,PizzaExpress,Food,7,4.631765298,1214,9:30–17:1098,Nil
TD-1141,The Big Chill Cakery,Food,11,4.458365289,598,9:30–17:1099,Nil
TD-1142,Music & Mountains - Hillside Cafe,Food,14,4.725181612,973,9:30–17:1100,Nil
TD-1143,Gulati,Food,11,4.042724238,1392,9:30–17:1101,Nil
TD-1144,Olive Bar & Kitchen,Food,19,4.297442036,1657,9:30–17:1102,Nil
TD-1145,The Grammar Room,Food,15,4.680947301,860,9:30–17:1103,Nil
TD-1146,Chaina Ram Sindhi Confectioners,Food,0,4.817778363,1450,9:30–17:1104,Nil
TD-1147,Sevilla - The Claridges,Food,15,4.118019156,1486,9:30–17:1105,Nil
TD-1148,Bo Tai,Food,22,4.304591524,903,9:30–17:1106,Nil
TD-1149,Cafe Wink,Food,13,4.983528031,1139,9:30–17:1107,Nil
TD-1150,Dum-Pukht - ITC Maurya,Food,0,4.686880832,1202,9:30–17:1108,Nil
TD-1151,Burma Burma,Food,20,4.677654552,903,9:30–17:1109,Nil
TD-1152,The Big Chill,Food,25,4.092706532,1000,9:30–17:1110,Nil
TD-1153,Carnatic Cafe,Food,9,4.362617662,759,9:30–17:1111,Nil
TD-1154,"Cocktails & Dreams, Speakeasy",Food,18,4.509845884,1167,9:30–17:1112,Nil
TD-1155,Natural Ice Cream,Food,8,4.373496512,1225,9:30–17:1113,Nil
TD-1156,Kuremal Mohan Lal Kulfi Wale,Food,21,4.907767316,636,9:30–17:1114,Nil
TD-1157,Juggernaut,Food,7,4.788352441,916,9:30–17:1115,Nil
TD-1158,Comorin,Food,6,4.341125062,579,9:30–17:1116,Nil
TD-1159,Viet:Nom,Food,14,4.865208854,1145,9:30–17:1117,Nil
TD-1160,Cafeteria & Co.,Food,9,4.261008865,1450,9:30–17:1118,Nil
TD-1161,Sana-Di-Ge,Food,23,4.806110076,1025,9:30–17:1119,Nil
TD-1162,Pa Pa Ya,Food,19,4.927507501,651,9:30–17:1120,Nil
TD-1163,Yum Yum Cha,Food,9,4.964896147,540,9:30–17:1121,Nil
TD-1164,Coast Cafe,Food,1,4.057612823,1011,9:30–17:1122,Nil
TD-1165,PizzaExpress,Food,17,4.337204581,647,9:30–17:1123,Nil
TD-1166,The Big Chill Cakery,Food,20,4.940403754,569,9:30–17:1124,Nil
TD-1167,Music & Mountains - Hillside Cafe,Food,9,4.869816414,1021,9:30–17:1125,Nil
TD-1168,Gulati,Food,1,4.348003364,816,9:30–17:1126,Nil
TD-1169,Olive Bar & Kitchen,Food,15,4.945559832,776,9:30–17:1127,Nil
TD-1170,The Grammar Room,Food,4,4.189914445,1412,9:30–17:1128,Nil
TD-1171,Chaina Ram Sindhi Confectioners,Food,24,4.353143571,1214,9:30–17:1129,Nil
TD-1172,Sevilla - The Claridges,Food,8,4.953348121,1118,9:30–17:1130,Nil
TD-1173,Bo Tai,Food,7,4.156602381,612,9:30–17:1131,Nil
TD-1174,Cafe Wink,Food,9,4.44642993,738,9:30–17:1132,Nil
TD-1175,Dum-Pukht - ITC Maurya,Food,16,4.989505095,649,9:30–17:1133,Nil
TD-1176,Burma Burma,Food,19,4.438341671,1283,9:30–17:1134,Nil
TD-1177,The Big Chill,Food,25,4.651235822,1155,9:30–17:1135,Nil
TD-1178,Carnatic Cafe,Food,12,4.265236771,1684,9:30–17:1136,Nil
TD-1179,"Cocktails & Dreams, Speakeasy",Food,25,4.85973133,1060,9:30–17:1137,Nil
TD-1180,Natural Ice Cream,Food,19,4.284543264,1275,9:30–17:1138,Nil
TD-1181,Kuremal Mohan Lal Kulfi Wale,Food,13,4.73841826,1274,9:30–17:1139,Nil
TD-1182,Juggernaut,Food,18,4.731280696,1372,9:30–17:1140,Nil
TD-1183,Comorin,Food,17,4.656064622,511,9:30–17:1141,Nil
TD-1184,Viet:Nom,Food,19,4.100427872,1151,9:30–17:1142,Nil
TD-1185,Cafeteria & Co.,Food,5,4.059672023,875,9:30–17:1143,Nil
TD-1186,Sana-Di-Ge,Food,6,4.644965848,1616,9:30–17:1144,Nil
TD-1187,Pa Pa Ya,Food,11,4.608321603,668,9:30–17:1145,Nil
TD-1188,Yum Yum Cha,Food,14,4.357518132,586,9:30–17:1146,Nil
TD-1189,Coast Cafe,Food,6,4.29131892,558,9:30–17:1147,Nil
TD-1190,PizzaExpress,Food,10,4.685695763,1369,9:30–17:1148,Nil
TD-1191,The Big Chill Cakery,Food,9,4.064126309,627,9:30–17:1149,Nil
TD-1192,Music & Mountains - Hillside Cafe,Food,10,4.07408176,733,9:30–17:1150,Nil
TD-1193,Gulati,Food,6,4.723545496,1035,9:30–17:1151,Nil
TD-1194,Olive Bar & Kitchen,Food,3,4.725695645,1019,9:30–17:1152,Nil
TD-1195,The Grammar Room,Food,18,4.775127574,762,9:30–17:1153,Nil
TD-1196,Chaina Ram Sindhi Confectioners,Food,11,4.631926379,1322,9:30–17:1154,Nil
TD-1197,Sevilla - The Claridges,Food,4,4.214647101,1014,9:30–17:1155,Nil
TD-1198,Bo Tai,Food,6,4.632973132,1377,9:30–17:1156,Nil
TD-1199,Cafe Wink,Food,8,4.515296819,1035,9:30–17:1157,Nil
TD-1200,Dum-Pukht - ITC Maurya,Food,19,4.326080497,1417,9:30–17:1158,Nil
TD-1201,Burma Burma,Food,7,4.666716604,1542,9:30–17:1159,Nil
TD-1202,The Big Chill,Food,25,4.02735423,1202,9:30–17:1160,Nil
TD-1203,Carnatic Cafe,Food,17,4.894084724,1235,9:30–17:1161,Nil
TD-1204,"Cocktails & Dreams, Speakeasy",Food,11,4.586483109,1074,9:30–17:1162,Nil
TD-1205,Natural Ice Cream,Food,17,4.85730326,1485,9:30–17:1163,Nil
TD-1206,Kuremal Mohan Lal Kulfi Wale,Food,12,4.77878865,1419,9:30–17:1164,Nil
TD-1207,Juggernaut,Food,1,4.795374934,876,9:30–17:1165,Nil
TD-1208,Comorin,Food,9,4.93138998,1524,9:30–17:1166,Nil
TD-1209,Viet:Nom,Food,5,4.846586983,1164,9:30–17:1167,Nil
TD-1210,Cafeteria & Co.,Food,20,4.742484601,1384,9:30–17:1168,Nil
TD-1211,Sana-Di-Ge,Food,10,4.773114614,1228,9:30–17:1169,Nil
TD-1212,Pa Pa Ya,Food,9,4.754801205,1652,9:30–17:1170,Nil
TD-1213,Yum Yum Cha,Food,12,4.371816725,717,9:30–17:1171,Nil
TD-1214,Coast Cafe,Food,18,4.911643133,902,9:30–17:1172,Nil
TD-1215,PizzaExpress,Food,8,4.656562987,1419,9:30–17:1173,Nil
TD-1216,The Big Chill Cakery,Food,16,4.293600568,1669,9:30–17:1174,Nil
TD-1217,Music & Mountains - Hillside Cafe,Food,11,4.137770993,1659,9:30–17:1175,Nil
TD-1218,Gulati,Food,17,4.70352682,1076,9:30–17:1176,Nil
TD-1219,Olive Bar & Kitchen,Food,10,4.895221905,1518,9:30–17:1177,Nil
TD-1220,The Grammar Room,Food,24,4.661886804,850,9:30–17:1178,Nil
TD-1221,Chaina Ram Sindhi Confectioners,Food,2,4.742329295,1230,9:30–17:1179,Nil
TD-1222,Sevilla - The Claridges,Food,3,4.773711691,620,9:30–17:1180,Nil
TD-1223,Bo Tai,Food,0,4.062104914,613,9:30–17:1181,Nil
TD-1224,Cafe Wink,Food,6,4.532335071,1009,9:30–17:1182,Nil
TD-1225,Dum-Pukht - ITC Maurya,Food,4,4.437161995,1304,9:30–17:1183,Nil
TD-1226,Burma Burma,Food,19,4.389644486,1044,9:30–17:1184,Nil
TD-1227,The Big Chill,Food,10,4.327001141,1267,9:30–17:1185,Nil
TD-1228,Carnatic Cafe,Food,0,4.150106958,1091,9:30–17:1186,Nil
TD-1229,"Cocktails & Dreams, Speakeasy",Food,3,4.479941832,1259,9:30–17:1187,Nil
TD-1230,Natural Ice Cream,Food,11,4.175752833,1260,9:30–17:1188,Nil
TD-1231,Kuremal Mohan Lal Kulfi Wale,Food,14,4.063311909,1353,9:30–17:1189,Nil
TD-1232,Juggernaut,Food,3,4.172927658,1139,9:30–17:1190,Nil
TD-1233,Comorin,Food,9,4.779489031,1530,9:30–17:1191,Nil
TD-1234,Viet:Nom,Food,24,4.654797018,1614,9:30–17:1192,Nil
TD-1235,Cafeteria & Co.,Food,4,4.667807569,1294,9:30–17:1193,Nil
TD-1236,Sana-Di-Ge,Food,10,4.501201258,856,9:30–17:1194,Nil
TD-1237,Pa Pa Ya,Food,25,4.826494116,1425,9:30–17:1195,Nil
TD-1238,Yum Yum Cha,Food,14,4.91389232,1618,9:30–17:1196,Nil
TD-1239,Coast Cafe,Food,23,4.576880024,1608,9:30–17:1197,Nil
TD-1240,PizzaExpress,Food,24,4.339093046,703,9:30–17:1198,Nil
TD-1241,The Big Chill Cakery,Food,0,4.214383866,938,9:30–17:1199,Nil
TD-1242,Music & Mountains - Hillside Cafe,Food,6,4.044776921,724,9:30–17:1200,Nil
TD-1243,Gulati,Food,21,4.258200606,1563,9:30–17:1201,Nil
TD-1244,Olive Bar & Kitchen,Food,2,4.055497106,1040,9:30–17:1202,Nil
TD-1245,The Grammar Room,Food,15,4.518406522,863,9:30–17:1203,Nil
TD-1246,Chaina Ram Sindhi Confectioners,Food,23,4.368637274,1609,9:30–17:1204,Nil
TD-1247,Sevilla - The Claridges,Food,20,4.039087341,1046,9:30–17:1205,Nil
TD-1248,Bo Tai,Food,2,4.500768094,598,9:30–17:1206,Nil
TD-1249,Cafe Wink,Food,3,4.137284035,1265,9:30–17:1207,Nil
TD-1250,Dum-Pukht - ITC Maurya,Food,16,4.119945314,1515,9:30–17:1208,Nil
TD-1251,Burma Burma,Food,5,4.347911807,1119,9:30–17:1209,Nil
TD-1252,The Big Chill,Food,10,4.128771683,1413,9:30–17:1210,Nil
TD-1253,Carnatic Cafe,Food,15,4.002002129,776,9:30–17:1211,Nil
TD-1254,"Cocktails & Dreams, Speakeasy",Food,24,4.905333823,1592,9:30–17:1212,Nil
TD-1255,Natural Ice Cream,Food,16,4.517069907,995,9:30–17:1213,Nil
TD-1256,Kuremal Mohan Lal Kulfi Wale,Food,11,4.486900084,1420,9:30–17:1214,Nil
TD-1257,Juggernaut,Food,20,4.135447115,1664,9:30–17:1215,Nil
TD-1258,Comorin,Food,15,4.763806843,1569,9:30–17:1216,Nil
TD-1259,Viet:Nom,Food,17,4.456246794,1608,9:30–17:1217,Nil
TD-1260,Cafeteria & Co.,Food,12,4.633535128,1480,9:30–17:1218,Nil
TD-1261,Sana-Di-Ge,Food,4,4.188270911,576,9:30–17:1219,Nil
TD-1262,Pa Pa Ya,Food,2,4.320402969,1458,9:30–17:1220,Nil
TD-1263,Yum Yum Cha,Food,4,4.678573487,754,9:30–17:1221,Nil
TD-1264,Coast Cafe,Food,12,4.682358354,1499,9:30–17:1222,Nil
TD-1265,PizzaExpress,Food,9,4.158263998,742,9:30–17:1223,Nil
TD-1266,The Big Chill Cakery,Food,19,4.812965008,1253,9:30–17:1224,Nil
TD-1267,Music & Mountains - Hillside Cafe,Food,13,4.66342374,926,9:30–17:1225,Nil
TD-1268,Gulati,Food,15,4.410671459,578,9:30–17:1226,Nil
TD-1269,Olive Bar & Kitchen,Food,4,4.549286275,530,9:30–17:1227,Nil
TD-1270,The Grammar Room,Food,1,4.405777505,1235,9:30–17:1228,Nil
TD-1271,Chaina Ram Sindhi Confectioners,Food,4,4.797004103,793,9:30–17:1229,Nil
TD-1272,Sevilla - The Claridges,Food,11,4.484843613,645,9:30–17:1230,Nil
TD-1273,Bo Tai,Food,21,4.219302332,1642,9:30–17:1231,Nil
TD-1274,Cafe Wink,Food,12,4.246737129,782,9:30–17:1232,Nil
TD-1275,Dum-Pukht - ITC Maurya,Food,11,4.124823525,1014,9:30–17:1233,Nil
TD-1276,Burma Burma,Food,17,4.334065253,1639,9:30–17:1234,Nil
TD-1277,The Big Chill,Food,14,4.558499039,1651,9:30–17:1235,Nil
TD-1278,Carnatic Cafe,Food,14,4.670449525,501,9:30–17:1236,Nil
TD-1279,"Cocktails & Dreams, Speakeasy",Food,20,4.404156364,1643,9:30–17:1237,Nil
TD-1280,Natural Ice Cream,Food,17,4.233480248,1018,9:30–17:1238,Nil
TD-1281,Kuremal Mohan Lal Kulfi Wale,Food,3,4.458045838,576,9:30–17:1239,Nil
TD-1282,Juggernaut,Food,21,4.599869172,1312,9:30–17:1240,Nil
TD-1283,Comorin,Food,4,4.366874303,854,9:30–17:1241,Nil
TD-1284,Viet:Nom,Food,16,4.122699941,1235,9:30–17:1242,Nil
TD-1285,Cafeteria & Co.,Food,16,4.265401745,1468,9:30–17:1243,Nil
TD-1286,Sana-Di-Ge,Food,1,4.181914342,830,9:30–17:1244,Nil
TD-1287,Pa Pa Ya,Food,4,4.940862396,1596,9:30–17:1245,Nil
TD-1288,Yum Yum Cha,Food,15,4.169277542,1697,9:30–17:1246,Nil
TD-1289,Coast Cafe,Food,6,4.640783525,974,9:30–17:1247,Nil
TD-1290,PizzaExpress,Food,6,4.284251979,1283,9:30–17:1248,Nil
TD-1291,The Big Chill Cakery,Food,3,4.312612796,1080,9:30–17:1249,Nil
TD-1292,Music & Mountains - Hillside Cafe,Food,12,4.076484464,1570,9:30–17:1250,Nil
TD-1293,Gulati,Food,2,4.75972878,879,9:30–17:1251,Nil
TD-1294,Olive Bar & Kitchen,Food,21,4.996666441,1151,9:30–17:1252,Nil
TD-1295,The Grammar Room,Food,8,4.718845074,1489,9:30–17:1253,Nil
TD-1296,Chaina Ram Sindhi Confectioners,Food,23,4.651705439,1300,9:30–17:1254,Nil
TD-1297,Sevilla - The Claridges,Food,2,4.127343086,1432,9:30–17:1255,Nil
TD-1298,Bo Tai,Food,22,4.656531434,1622,9:30–17:1256,Nil
TD-1299,Cafe Wink,Food,13,4.632440379,1481,9:30–17:1257,Nil
TD-1300,Dum-Pukht - ITC Maurya,Food,11,4.816972128,1436,9:30–17:1258,Nil
TD-1301,Burma Burma,Food,7,4.391211651,526,9:30–17:1259,Nil
TD-1302,The Big Chill,Food,23,4.778639371,630,9:30–17:1260,Nil
TD-1303,Carnatic Cafe,Food,7,4.857554415,1100,9:30–17:1261,Nil
TD-1304,"Cocktails & Dreams, Speakeasy",Food,3,4.671962458,615,9:30–17:1262,Nil
TD-1305,Natural Ice Cream,Food,14,4.791796179,1464,9:30–17:1263,Nil
TD-1306,Kuremal Mohan Lal Kulfi Wale,Food,1,4.348547939,904,9:30–17:1264,Nil
TD-1307,Juggernaut,Food,6,4.481121226,987,9:30–17:1265,Nil
TD-1308,Comorin,Food,3,4.591812905,1353,9:30–17:1266,Nil
TD-1309,Viet:Nom,Food,5,4.572951596,932,9:30–17:1267,Nil
TD-1310,Cafeteria & Co.,Food,22,4.84771437,691,9:30–17:1268,Nil
TD-1311,Sana-Di-Ge,Food,0,4.594168849,1598,9:30–17:1269,Nil
TD-1312,Pa Pa Ya,Food,12,4.463882197,887,9:30–17:1270,Nil
TD-1313,Yum Yum Cha,Food,9,4.460543861,1114,9:30–17:1271,Nil
TD-1314,Coast Cafe,Food,1,4.368180525,1584,9:30–17:1272,Nil
TD-1315,PizzaExpress,Food,22,4.648613278,1568,9:30–17:1273,Nil
TD-1316,The Big Chill Cakery,Food,8,4.773560943,1193,9:30–17:1274,Nil
TD-1317,Al-Burj Restaurant,Food,11,4.361043082,938,9:30–17:1275,Nil
TD-1318,Veer Ji Malai Chap Wale,Food,12,4.601422781,1357,9:30–17:1276,Nil
TD-1319,Public Headquarter,Food,18,4.054014346,1591,9:30–17:1277,Nil
TD-1320,The Blue Door Cafe,Food,1,4.058317105,1364,9:30–17:1278,Nil
TD-1321,Bajrang's Bikaner,Food,7,4.291134048,958,9:30–17:1279,Nil
TD-1322,Kaiser,Food,11,4.21942379,663,9:30–17:1280,Nil
TD-1323,"Mister Chai - Shangri-La's - Eros Hotel, New Delhi",Food,19,4.366664413,572,9:30–17:1281,Nil
TD-1324,Diya - The Leela Ambience,Food,6,4.015693418,1120,9:30–17:1282,Nil
TD-1325,Janak Taste Budz,Food,23,4.255526991,960,9:30–17:1283,Nil
TD-1326,Darjeeling Steamers,Food,22,4.228561547,937,9:30–17:1284,Nil
TD-1327,Balaji Vegetarian Paradise,Food,25,4.186878762,1049,9:30–17:1285,Nil
TD-1328,The Munching Co.,Food,22,4.906043318,1196,9:30–17:1286,Nil
TD-1329,Desi Rasoi Food,Food,0,4.143943615,563,9:30–17:1287,Nil
